team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,manager
Zeke Virus,1,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,1,Aaron Jones,RB,GB,RB,4.9,Jean
Eli Man Penguin Boy,1,Aaron Rodgers,QB,GB,QB,13.92,Andy
Game of Jones,1,Adam Humphries,WR,Ten,BN,1.5,Andre
Big Bucs No Whammies,1,Adam Thielen,WR,Min,WR,13.3,Travis
Game of Jones,1,Adrian Peterson,RB,Was,BN,0,Andre
Run it Back,1,Alexander Mattison,RB,Min,BN,4.9,Jean
Birds Like I'm Julio,1,Allen Robinson II,WR,Chi,W/R/T,17.2,Jake
Game of Jones,1,Alshon Jeffery,WR,Phi,W/R/T,22.1,Andre
Run it Back,1,Alvin Kamara,RB,NO,RB,23.9,Jean
Zeke Virus,1,Amari Cooper,WR,Dal,WR,22.6,Adam
Zeke Virus,1,Anthony Miller,WR,Chi,BN,0,Adam
Birds Like I'm Julio,1,Antonio Brown,WR,NE,BN,0,Jake
Big Bucs No Whammies,1,Austin Ekeler,RB,LAC,W/R/T,39.4,Travis
Game of Jones,1,Austin Hooper,TE,Atl,BN,16.7,Andre
3HeadedATK,1,Baker Mayfield,QB,Cle,QB,13.4,Christopher
Zeke Virus,1,Baltimore,DEF,Bal,DEF,13,Adam
3HeadedATK,1,Ben Roethlisberger,QB,Pit,BN,10.74,Christopher
Game of Jones,1,Brandin Cooks,WR,LAR,WR,5.9,Andre
Run it Back,1,Brandon McManus,K,Den,K,10,Jean
Da Don Da Da's,1,Buffalo,DEF,Buf,DEF,10,Khari
Eli Man Penguin Boy,1,Calvin Ridley,WR,Atl,W/R/T,16.4,Andy
Birds Like I'm Julio,1,Cam Newton,QB,Car,BN,6.36,Jake
Zeke Virus,1,Carlos Hyde,RB,Hou,BN,9.5,Adam
Zeke Virus,1,Carson Wentz,QB,Phi,QB,28.02,Adam
Game of Jones,1,Chicago,DEF,Chi,DEF,9,Andre
Zeke Virus,1,Chris Carson,RB,Sea,W/R/T,24,Adam
Eli Man Penguin Boy,1,Chris Godwin,WR,TB,WR,14.3,Andy
Big Bucs No Whammies,1,Chris Thompson,RB,Was,BN,14.8,Travis
3HeadedATK,1,Christian Kirk,WR,Ari,BN,10.4,Christopher
Big Bucs No Whammies,1,Christian McCaffrey,RB,Car,RB,42.9,Travis
Run it Back,1,Cleveland,DEF,Cle,DEF,0,Jean
Da Don Da Da's,1,Cooper Kupp,WR,LAR,WR,11.6,Khari
Big Bucs No Whammies,1,Corey Davis,WR,Ten,W/R/T,0,Travis
Run it Back,1,Courtland Sutton,WR,Den,BN,19,Jean
Post Mahomes,1,Curtis Samuel,WR,Car,W/R/T,6.2,JL
Obi 'Quon Kenobi,1,Dak Prescott,QB,Dal,BN,37.4,roy s
Eli Man Penguin Boy,1,Dalvin Cook,RB,Min,RB,26,Andy
Eli Man Penguin Boy,1,Damien Williams,RB,KC,RB,18.5,Andy
Run it Back,1,Dante Pettis,WR,SF,BN,1.7,Jean
Birds Like I'm Julio,1,Darrell Henderson Jr.,RB,LAR,BN,0,Jake
3HeadedATK,1,Darwin Thompson,RB,KC,BN,1.3,Christopher
Run it Back,1,Davante Adams,WR,GB,WR,7.6,Jean
Zeke Virus,1,David Johnson,RB,Ari,RB,25.7,Adam
Birds Like I'm Julio,1,David Montgomery,RB,Chi,RB,5.5,Jake
Eli Man Penguin Boy,1,David Njoku,TE,Cle,BN,13.7,Andy
Eli Man Penguin Boy,1,DeAndre Hopkins,WR,Hou,WR,31.1,Andy
3HeadedATK,1,Dede Westbrook,WR,Jax,BN,14.2,Christopher
Big Bucs No Whammies,1,Delanie Walker,TE,Ten,BN,22.5,Travis
Big Bucs No Whammies,1,Demaryius Thomas,WR,NYJ,BN,0,Travis
Post Mahomes,1,Denver,DEF,Den,DEF,0,JL
Eli Man Penguin Boy,1,Derrick Henry,RB,Ten,W/R/T,28.9,Andy
Da Don Da Da's,1,Derrius Guice,RB,Was,BN,6.8,Khari
Run it Back,1,DeSean Jackson,WR,Phi,BN,35.4,Jean
Obi 'Quon Kenobi,1,Deshaun Watson,QB,Hou,QB,34.72,roy s
Run it Back,1,Devin Singletary,RB,Buf,BN,14.8,Jean
Post Mahomes,1,Devonta Freeman,RB,Atl,RB,4.1,JL
Big Bucs No Whammies,1,Dion Lewis,RB,Ten,BN,4.3,Travis
Run it Back,1,DJ Moore,WR,Car,W/R/T,12.6,Jean
Post Mahomes,1,DK Metcalf,WR,Sea,BN,12.9,JL
Eli Man Penguin Boy,1,Donte Moncrief,WR,Car,BN,3.7,Andy
Run it Back,1,Drew Brees,QB,NO,QB,23.8,Jean
Birds Like I'm Julio,1,Duke Johnson,RB,Hou,W/R/T,13,Jake
3HeadedATK,1,Emmanuel Sanders,WR,SF,BN,19.6,Christopher
3HeadedATK,1,Eric Ebron,TE,Ind,TE,1.8,Christopher
Zeke Virus,1,Evan Engram,TE,NYG,TE,28.6,Adam
3HeadedATK,1,Ezekiel Elliott,RB,Dal,RB,13.3,Christopher
Game of Jones,1,George Kittle,TE,SF,TE,13.4,Andre
Eli Man Penguin Boy,1,Geronimo Allison,WR,GB,BN,0,Andy
3HeadedATK,1,Golden Tate,WR,NYG,BN,0,Christopher
3HeadedATK,1,Greg Olsen,TE,Car,BN,7.6,Christopher
Game of Jones,1,Greg Zuerlein,K,LAR,K,15,Andre
Big Bucs No Whammies,1,Harrison Butker,K,KC,K,17,Travis
Run it Back,1,Hunter Henry,TE,LAC,TE,10,Jean
Zeke Virus,1,Jacksonville,DEF,Jax,BN,-4,Adam
Da Don Da Da's,1,Jake Elliott,K,Phi,K,6,Khari
Birds Like I'm Julio,1,Jamaal Williams,RB,GB,BN,3.5,Jake
Zeke Virus,1,Jameis Winston,QB,TB,BN,11.06,Adam
Da Don Da Da's,1,James Conner,RB,Pit,RB,10.5,Khari
Post Mahomes,1,James Washington,WR,Pit,BN,7.1,JL
Post Mahomes,1,James White,RB,NE,RB,13.2,JL
Eli Man Penguin Boy,1,Jared Cook,TE,NO,TE,5.7,Andy
Post Mahomes,1,Jared Goff,QB,LAR,QB,11.44,JL
Da Don Da Da's,1,Jarvis Landry,WR,Cle,W/R/T,11.7,Khari
Obi 'Quon Kenobi,1,Jason Myers,K,Sea,BN,3,roy s
Game of Jones,1,Jason Witten,TE,Dal,BN,10.5,Andre
3HeadedATK,1,Joe Mixon,RB,Cin,RB,3.7,Christopher
Birds Like I'm Julio,1,John Brown,WR,Buf,BN,25.3,Jake
Big Bucs No Whammies,1,Jordan Howard,RB,Phi,BN,7.5,Travis
Obi 'Quon Kenobi,1,Jordan Reed,TE,Was,BN,0,roy s
Da Don Da Da's,1,Josh Allen,QB,Buf,BN,18.96,Khari
Game of Jones,1,Josh Gordon,WR,Sea,W/R/T,16.3,Andre
Post Mahomes,1,Josh Jacobs,RB,Oak,BN,24.3,JL
Post Mahomes,1,JuJu Smith-Schuster,WR,Pit,WR,13.8,JL
Run it Back,1,Julian Edelman,WR,NE,W/R/T,16.38,Jean
Game of Jones,1,Julio Jones,WR,Atl,WR,15.1,Andre
Post Mahomes,1,Justin Jackson,RB,LAC,BN,7.1,JL
Zeke Virus,1,Justin Tucker,K,Bal,K,11,Adam
Birds Like I'm Julio,1,Ka'imi Fairbairn,K,Hou,K,4,Jake
Eli Man Penguin Boy,1,Kareem Hunt,RB,Cle,BN,0,Andy
Da Don Da Da's,1,Keenan Allen,WR,LAC,WR,26.3,Khari
Post Mahomes,1,Keke Coutee,WR,Hou,BN,0,JL
Post Mahomes,1,Kenny Golladay,WR,Det,W/R/T,14.2,JL
Game of Jones,1,Kenny Stills,WR,Hou,BN,12.7,Andre
Eli Man Penguin Boy,1,Kenyan Drake,RB,Ari,BN,4.7,Andy
3HeadedATK,1,Kerryon Johnson,RB,Det,W/R/T,8.2,Christopher
Zeke Virus,1,Kyle Rudolph,TE,Min,BN,0,Adam
Eli Man Penguin Boy,1,Kyler Murray,QB,Ari,BN,24.62,Andy
Birds Like I'm Julio,1,Lamar Jackson,QB,Bal,QB,38.56,Jake
Da Don Da Da's,1,Larry Fitzgerald,WR,Ari,BN,25.3,Khari
Birds Like I'm Julio,1,Latavius Murray,RB,NO,BN,12.7,Jake
Obi 'Quon Kenobi,1,Le'Veon Bell,RB,NYJ,RB,23.2,roy s
Obi 'Quon Kenobi,1,Leonard Fournette,RB,Jax,RB,11.4,roy s
Obi 'Quon Kenobi,1,LeSean McCoy,RB,KC,BN,10.3,roy s
Eli Man Penguin Boy,1,Los Angeles,DEF,LAC,DEF,2,Andy
Eli Man Penguin Boy,1,Los Angeles,DEF,LAR,BN,9,Andy
Post Mahomes,1,Mark Andrews,TE,Bal,TE,24.8,JL
Big Bucs No Whammies,1,Mark Ingram II,RB,Bal,RB,22.7,Travis
3HeadedATK,1,Marlon Mack,RB,Ind,W/R/T,25.4,Christopher
Big Bucs No Whammies,1,Marquez Valdes-Scantling,WR,GB,BN,9.2,Travis
Game of Jones,1,Marquise Brown,WR,Bal,BN,30.7,Andre
Birds Like I'm Julio,1,Marquise Goodwin,WR,SF,BN,1.7,Jake
Obi 'Quon Kenobi,1,Marvin Jones Jr.,WR,Det,BN,10,roy s
Post Mahomes,1,Mason Crosby,K,GB,K,4,JL
Run it Back,1,Matt Breida,RB,SF,BN,3.7,Jean
Obi 'Quon Kenobi,1,Matt Bryant,K,Atl,K,0,roy s
Big Bucs No Whammies,1,Matt Ryan,QB,Atl,BN,22.56,Travis
Post Mahomes,1,Mecole Hardman,WR,KC,BN,0,JL
Da Don Da Da's,1,Melvin Gordon III,RB,LAC,BN,0,Khari
Obi 'Quon Kenobi,1,Michael Thomas,WR,NO,WR,22.3,roy s
3HeadedATK,1,Mike Evans,WR,TB,WR,4.8,Christopher
Obi 'Quon Kenobi,1,Mike Williams,WR,LAC,W/R/T,4.9,roy s
Post Mahomes,1,Miles Sanders,RB,Phi,BN,3.7,JL
3HeadedATK,1,Minnesota,DEF,Min,DEF,16,Christopher
Obi 'Quon Kenobi,1,Mohamed Sanu,WR,NE,BN,10.7,roy s
Game of Jones,1,N'Keal Harry,WR,NE,BN,0,Andre
3HeadedATK,1,Nelson Agholor,WR,Phi,BN,3.1,Christopher
Obi 'Quon Kenobi,1,New England,DEF,NE,DEF,10,roy s
Obi 'Quon Kenobi,1,New Orleans,DEF,NO,BN,7,roy s
Da Don Da Da's,1,Nick Chubb,RB,Cle,RB,11.5,Khari
Obi 'Quon Kenobi,1,Nyheim Hines,RB,Ind,BN,5.7,roy s
Big Bucs No Whammies,1,O.J. Howard,TE,TB,TE,5.2,Travis
Post Mahomes,1,Odell Beckham Jr.,WR,Cle,WR,14.1,JL
Post Mahomes,1,Parris Campbell,WR,Ind,BN,1.8,JL
Game of Jones,1,Patrick Mahomes,QB,KC,QB,30.32,Andre
Zeke Virus,1,Peyton Barber,RB,TB,BN,6.5,Adam
Big Bucs No Whammies,1,Philadelphia,DEF,Phi,DEF,1,Travis
Da Don Da Da's,1,Philip Rivers,QB,LAC,QB,27.92,Khari
Da Don Da Da's,1,Phillip Lindsay,RB,Den,W/R/T,10.6,Khari
Run it Back,1,Rashaad Penny,RB,Sea,BN,1.8,Jean
Eli Man Penguin Boy,1,Rob Gronkowski,TE,NE,BN,0,Andy
Run it Back,1,Robby Anderson,WR,NYJ,BN,5.3,Jean
Run it Back,1,Robert Woods,WR,LAR,WR,16.6,Jean
Zeke Virus,1,Ronald Jones II,RB,TB,BN,10.3,Adam
Da Don Da Da's,1,Royce Freeman,RB,Den,BN,7.1,Khari
Big Bucs No Whammies,1,Russell Wilson,QB,Sea,QB,18.6,Travis
Da Don Da Da's,1,Sammy Watkins,WR,KC,BN,46.8,Khari
Birds Like I'm Julio,1,Saquon Barkley,RB,NYG,RB,17.9,Jake
Birds Like I'm Julio,1,Seattle,DEF,Sea,DEF,12,Jake
Game of Jones,1,Sony Michel,RB,NE,RB,1.4,Andre
Obi 'Quon Kenobi,1,Stefon Diggs,WR,Min,WR,5.7,roy s
Eli Man Penguin Boy,1,Stephen Gostkowski,K,NE,K,16,Andy
Obi 'Quon Kenobi,1,Sterling Shepard,WR,NYG,W/R/T,10.2,roy s
Da Don Da Da's,1,T.J. Hockenson,TE,Det,BN,25.1,Khari
Zeke Virus,1,T.Y. Hilton,WR,Ind,WR,28.7,Adam
Game of Jones,1,Tarik Cohen,RB,Chi,RB,12.9,Andre
Zeke Virus,1,Tevin Coleman,RB,SF,W/R/T,7.6,Adam
Zeke Virus,1,Todd Gurley II,RB,LAR,RB,11.1,Adam
Game of Jones,1,Tom Brady,QB,NE,BN,28.64,Andre
Birds Like I'm Julio,1,Travis Kelce,TE,KC,TE,11.8,Jake
Big Bucs No Whammies,1,Tre'Quan Smith,WR,NO,BN,10.6,Travis
Birds Like I'm Julio,1,Trey Burton,TE,Chi,BN,0,Jake
3HeadedATK,1,Tyler Boyd,WR,Cin,WR,14.3,Christopher
Birds Like I'm Julio,1,Tyler Lockett,WR,Sea,WR,11.4,Jake
Big Bucs No Whammies,1,Tyreek Hill,WR,KC,WR,4.1,Travis
Da Don Da Da's,1,Tyrell Williams,WR,Oak,BN,22.5,Khari
Obi 'Quon Kenobi,1,Vance McDonald,TE,Pit,TE,6,roy s
3HeadedATK,1,Wil Lutz,K,NO,K,15,Christopher
Birds Like I'm Julio,1,Will Fuller V,WR,Hou,WR,8.9,Jake
Da Don Da Da's,1,Zach Ertz,TE,Phi,TE,10.4,Khari
Big Bucs No Whammies,2,A.J. Brown,WR,Ten,BN,5.5,Travis
Zeke Virus,2,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,2,Aaron Jones,RB,GB,BN,25,Jean
Eli Man Penguin Boy,2,Aaron Rodgers,QB,GB,QB,16.36,Andy
Big Bucs No Whammies,2,Adam Thielen,WR,Min,WR,12.5,Travis
Game of Jones,2,Adrian Peterson,RB,Was,BN,11.2,Andre
Run it Back,2,Alexander Mattison,RB,Min,BN,2.5,Jean
Birds Like I'm Julio,2,Allen Robinson II,WR,Chi,W/R/T,8.1,Jake
Game of Jones,2,Alshon Jeffery,WR,Phi,W/R/T,0,Andre
Run it Back,2,Alvin Kamara,RB,NO,RB,7,Jean
Zeke Virus,2,Amari Cooper,WR,Dal,WR,14.4,Adam
Birds Like I'm Julio,2,Antonio Brown,WR,NE,WR,16.1,Jake
Big Bucs No Whammies,2,Austin Ekeler,RB,LAC,W/R/T,23.3,Travis
Game of Jones,2,Austin Hooper,TE,Atl,BN,7.4,Andre
3HeadedATK,2,Baker Mayfield,QB,Cle,QB,17,Christopher
Zeke Virus,2,Baltimore,DEF,Bal,DEF,4,Adam
3HeadedATK,2,Ben Roethlisberger,QB,Pit,BN,3,Christopher
Game of Jones,2,Brandin Cooks,WR,LAR,WR,16.6,Andre
Run it Back,2,Brandon McManus,K,Den,K,7,Jean
Da Don Da Da's,2,Buffalo,DEF,Buf,DEF,6,Khari
Eli Man Penguin Boy,2,Calvin Ridley,WR,Atl,W/R/T,24.5,Andy
Birds Like I'm Julio,2,Cam Newton,QB,Car,BN,11.32,Jake
Zeke Virus,2,Carlos Hyde,RB,Hou,BN,9,Adam
Zeke Virus,2,Carson Wentz,QB,Phi,QB,20.54,Adam
Game of Jones,2,Chicago,DEF,Chi,DEF,5,Andre
Zeke Virus,2,Chris Carson,RB,Sea,W/R/T,9.7,Adam
Eli Man Penguin Boy,2,Chris Godwin,WR,TB,WR,26.1,Andy
Game of Jones,2,Chris Thompson,RB,Was,BN,10.1,Andre
3HeadedATK,2,Christian Kirk,WR,Ari,BN,17.4,Christopher
Big Bucs No Whammies,2,Christian McCaffrey,RB,Car,RB,7.3,Travis
Run it Back,2,Cleveland,DEF,Cle,DEF,13,Jean
Da Don Da Da's,2,Cooper Kupp,WR,LAR,WR,17.6,Khari
Run it Back,2,Courtland Sutton,WR,Den,BN,8,Jean
Post Mahomes,2,Curtis Samuel,WR,Car,W/R/T,14.3,JL
Obi 'Quon Kenobi,2,Dak Prescott,QB,Dal,QB,31.66,roy s
Post Mahomes,2,Dallas,DEF,Dal,BN,1,JL
Eli Man Penguin Boy,2,Dalvin Cook,RB,Min,RB,28.1,Andy
Eli Man Penguin Boy,2,Damien Williams,RB,KC,RB,8.6,Andy
Birds Like I'm Julio,2,Darrell Henderson Jr.,RB,LAR,BN,0,Jake
Eli Man Penguin Boy,2,Darren Waller,TE,Oak,BN,12.3,Andy
3HeadedATK,2,Darwin Thompson,RB,KC,BN,0.1,Christopher
Run it Back,2,Davante Adams,WR,GB,WR,17.6,Jean
Zeke Virus,2,David Johnson,RB,Ari,RB,8.4,Adam
Birds Like I'm Julio,2,David Montgomery,RB,Chi,BN,13.8,Jake
Eli Man Penguin Boy,2,David Njoku,TE,Cle,BN,0,Andy
Eli Man Penguin Boy,2,DeAndre Hopkins,WR,Hou,WR,9,Andy
3HeadedATK,2,Dede Westbrook,WR,Jax,BN,1.3,Christopher
Big Bucs No Whammies,2,Delanie Walker,TE,Ten,TE,7.9,Travis
Post Mahomes,2,Denver,DEF,Den,DEF,1,JL
Eli Man Penguin Boy,2,Derrick Henry,RB,Ten,W/R/T,17.4,Andy
Da Don Da Da's,2,Derrius Guice,RB,Was,BN,0,Khari
Run it Back,2,DeSean Jackson,WR,Phi,BN,0,Jean
Obi 'Quon Kenobi,2,Deshaun Watson,QB,Hou,BN,12.86,roy s
Run it Back,2,Devin Singletary,RB,Buf,BN,11.7,Jean
Post Mahomes,2,Devonta Freeman,RB,Atl,BN,9.4,JL
Big Bucs No Whammies,2,Dion Lewis,RB,Ten,BN,2.4,Travis
Run it Back,2,DJ Moore,WR,Car,W/R/T,17.9,Jean
Post Mahomes,2,DK Metcalf,WR,Sea,BN,15.1,JL
Run it Back,2,Drew Brees,QB,NO,QB,0.52,Jean
Birds Like I'm Julio,2,Duke Johnson,RB,Hou,RB,3.1,Jake
3HeadedATK,2,Emmanuel Sanders,WR,SF,BN,28.8,Christopher
3HeadedATK,2,Eric Ebron,TE,Ind,BN,11.5,Christopher
Zeke Virus,2,Evan Engram,TE,NYG,TE,10.8,Adam
3HeadedATK,2,Ezekiel Elliott,RB,Dal,RB,20,Christopher
Game of Jones,2,George Kittle,TE,SF,TE,8.4,Andre
Da Don Da Da's,2,Giovani Bernard,RB,Cin,BN,2.3,Khari
3HeadedATK,2,Golden Tate,WR,NYG,BN,0,Christopher
3HeadedATK,2,Greg Olsen,TE,Car,TE,17,Christopher
Game of Jones,2,Greg Zuerlein,K,LAR,K,9,Andre
Da Don Da Da's,2,Gus Edwards,RB,Bal,BN,1.1,Khari
Big Bucs No Whammies,2,Harrison Butker,K,KC,K,4,Travis
Run it Back,2,Hunter Henry,TE,LAC,BN,0,Jean
Zeke Virus,2,Jacksonville,DEF,Jax,BN,8,Adam
Da Don Da Da's,2,Jake Elliott,K,Phi,K,7,Khari
Birds Like I'm Julio,2,Jamaal Williams,RB,GB,BN,13.1,Jake
Zeke Virus,2,Jameis Winston,QB,TB,BN,14.22,Adam
Da Don Da Da's,2,James Conner,RB,Pit,RB,13.5,Khari
Post Mahomes,2,James Washington,WR,Pit,BN,4.3,JL
Post Mahomes,2,James White,RB,NE,RB,11.9,JL
Run it Back,2,Jamison Crowder,WR,NYJ,BN,8,Jean
Eli Man Penguin Boy,2,Jared Cook,TE,NO,TE,4.5,Andy
Post Mahomes,2,Jared Goff,QB,LAR,QB,20.12,JL
Da Don Da Da's,2,Jarvis Landry,WR,Cle,BN,6.2,Khari
Obi 'Quon Kenobi,2,Jason Myers,K,Sea,K,4,roy s
Game of Jones,2,Jason Witten,TE,Dal,BN,12.5,Andre
3HeadedATK,2,Joe Mixon,RB,Cin,RB,5.7,Christopher
Birds Like I'm Julio,2,John Brown,WR,Buf,WR,14.2,Jake
Big Bucs No Whammies,2,John Ross III,WR,Cin,WR,21.2,Travis
Big Bucs No Whammies,2,Jordan Howard,RB,Phi,BN,3.6,Travis
Obi 'Quon Kenobi,2,Jordan Reed,TE,Was,BN,0,roy s
Game of Jones,2,Josh Gordon,WR,Sea,W/R/T,3.9,Andre
Post Mahomes,2,Josh Jacobs,RB,Oak,RB,9.9,JL
Post Mahomes,2,JuJu Smith-Schuster,WR,Pit,WR,13.4,JL
Run it Back,2,Julian Edelman,WR,NE,W/R/T,9.2,Jean
Game of Jones,2,Julio Jones,WR,Atl,WR,27.6,Andre
Post Mahomes,2,Justin Jackson,RB,LAC,BN,7.4,JL
Zeke Virus,2,Justin Tucker,K,Bal,K,13,Adam
Birds Like I'm Julio,2,Ka'imi Fairbairn,K,Hou,K,7,Jake
Eli Man Penguin Boy,2,Kareem Hunt,RB,Cle,BN,0,Andy
Da Don Da Da's,2,Keenan Allen,WR,LAC,WR,17.8,Khari
Post Mahomes,2,Keke Coutee,WR,Hou,BN,2.7,JL
Post Mahomes,2,Kenny Golladay,WR,Det,W/R/T,25.7,JL
Game of Jones,2,Kenny Stills,WR,Hou,BN,5.8,Andre
Eli Man Penguin Boy,2,Kenyan Drake,RB,Ari,BN,9.8,Andy
3HeadedATK,2,Kerryon Johnson,RB,Det,W/R/T,16.8,Christopher
Zeke Virus,2,Kyle Rudolph,TE,Min,BN,3.9,Adam
Eli Man Penguin Boy,2,Kyler Murray,QB,Ari,BN,16.36,Andy
Birds Like I'm Julio,2,Lamar Jackson,QB,Bal,QB,32.88,Jake
Da Don Da Da's,2,Larry Fitzgerald,WR,Ari,BN,15.4,Khari
Birds Like I'm Julio,2,Latavius Murray,RB,NO,W/R/T,3.3,Jake
Obi 'Quon Kenobi,2,Le'Veon Bell,RB,NYJ,RB,20.9,roy s
Obi 'Quon Kenobi,2,Leonard Fournette,RB,Jax,RB,12.7,roy s
Obi 'Quon Kenobi,2,LeSean McCoy,RB,KC,BN,5.3,roy s
Eli Man Penguin Boy,2,Los Angeles,DEF,LAC,DEF,8,Andy
Eli Man Penguin Boy,2,Los Angeles,DEF,LAR,BN,8,Andy
Zeke Virus,2,Malcolm Brown,RB,LAR,BN,5.7,Adam
Post Mahomes,2,Mark Andrews,TE,Bal,TE,25.2,JL
Big Bucs No Whammies,2,Mark Ingram II,RB,Bal,RB,9.7,Travis
3HeadedATK,2,Marlon Mack,RB,Ind,W/R/T,8.3,Christopher
Big Bucs No Whammies,2,Marquez Valdes-Scantling,WR,GB,BN,4.9,Travis
Game of Jones,2,Marquise Brown,WR,Bal,BN,16.6,Andre
Birds Like I'm Julio,2,Marquise Goodwin,WR,SF,BN,16.7,Jake
Obi 'Quon Kenobi,2,Marvin Jones Jr.,WR,Det,W/R/T,9.3,roy s
Post Mahomes,2,Mason Crosby,K,GB,K,3,JL
Run it Back,2,Matt Breida,RB,SF,RB,14.2,Jean
Obi 'Quon Kenobi,2,Matt Bryant,K,Atl,BN,8,roy s
Big Bucs No Whammies,2,Matt Ryan,QB,Atl,BN,25.1,Travis
Post Mahomes,2,Mecole Hardman,WR,KC,BN,16.1,JL
Da Don Da Da's,2,Melvin Gordon III,RB,LAC,BN,0,Khari
Zeke Virus,2,Michael Gallup,WR,Dal,BN,12.8,Adam
Obi 'Quon Kenobi,2,Michael Thomas,WR,NO,WR,18.9,roy s
3HeadedATK,2,Mike Evans,WR,TB,WR,10.1,Christopher
Obi 'Quon Kenobi,2,Mike Williams,WR,LAC,W/R/T,11.3,roy s
Post Mahomes,2,Miles Sanders,RB,Phi,BN,6.7,JL
3HeadedATK,2,Minnesota,DEF,Min,DEF,6,Christopher
Obi 'Quon Kenobi,2,Mohamed Sanu,WR,NE,BN,5.6,roy s
Game of Jones,2,N'Keal Harry,WR,NE,BN,0,Andre
3HeadedATK,2,Nelson Agholor,WR,Phi,BN,24.7,Christopher
Obi 'Quon Kenobi,2,New England,DEF,NE,DEF,37,roy s
Obi 'Quon Kenobi,2,New Orleans,DEF,NO,BN,5,roy s
Da Don Da Da's,2,Nick Chubb,RB,Cle,RB,19.8,Khari
Big Bucs No Whammies,2,O.J. Howard,TE,TB,BN,0,Travis
Post Mahomes,2,Odell Beckham Jr.,WR,Cle,WR,28.1,JL
Game of Jones,2,Patrick Mahomes,QB,KC,QB,35.62,Andre
Big Bucs No Whammies,2,Philadelphia,DEF,Phi,DEF,7,Travis
Da Don Da Da's,2,Philip Rivers,QB,LAC,QB,11.92,Khari
Da Don Da Da's,2,Phillip Lindsay,RB,Den,BN,10.6,Khari
Obi 'Quon Kenobi,2,Raheem Mostert,RB,SF,BN,24.1,roy s
Big Bucs No Whammies,2,Randall Cobb,WR,Dal,W/R/T,8.5,Travis
Eli Man Penguin Boy,2,Rob Gronkowski,TE,NE,BN,0,Andy
Run it Back,2,Robby Anderson,WR,NYJ,BN,12.1,Jean
Run it Back,2,Robert Woods,WR,LAR,WR,6.2,Jean
Zeke Virus,2,Ronald Jones II,RB,TB,W/R/T,0.9,Adam
Big Bucs No Whammies,2,Russell Wilson,QB,Sea,QB,27.2,Travis
Da Don Da Da's,2,Sammy Watkins,WR,KC,W/R/T,10.9,Khari
Birds Like I'm Julio,2,Saquon Barkley,RB,NYG,RB,22.5,Jake
Birds Like I'm Julio,2,Seattle,DEF,Sea,DEF,3,Jake
Game of Jones,2,Sony Michel,RB,NE,RB,12.3,Andre
Obi 'Quon Kenobi,2,Stefon Diggs,WR,Min,WR,9.9,roy s
Eli Man Penguin Boy,2,Stephen Gostkowski,K,NE,K,7,Andy
Obi 'Quon Kenobi,2,Sterling Shepard,WR,NYG,BN,0,roy s
Da Don Da Da's,2,T.J. Hockenson,TE,Det,TE,1.7,Khari
Zeke Virus,2,T.Y. Hilton,WR,Ind,WR,14.3,Adam
Game of Jones,2,Tarik Cohen,RB,Chi,RB,4.5,Andre
Eli Man Penguin Boy,2,Terry McLaurin,WR,Was,BN,17.2,Andy
Zeke Virus,2,Tevin Coleman,RB,SF,BN,0,Adam
Zeke Virus,2,Todd Gurley II,RB,LAR,RB,15.7,Adam
Game of Jones,2,Tom Brady,QB,NE,BN,26.66,Andre
Birds Like I'm Julio,2,Travis Kelce,TE,KC,TE,23.7,Jake
Big Bucs No Whammies,2,Tre'Quan Smith,WR,NO,BN,7.9,Travis
Birds Like I'm Julio,2,Trey Burton,TE,Chi,BN,2.5,Jake
3HeadedATK,2,Tyler Boyd,WR,Cin,WR,22.2,Christopher
Birds Like I'm Julio,2,Tyler Lockett,WR,Sea,BN,17.9,Jake
Big Bucs No Whammies,2,Tyreek Hill,WR,KC,BN,0,Travis
Da Don Da Da's,2,Tyrell Williams,WR,Oak,W/R/T,15.6,Khari
Obi 'Quon Kenobi,2,Vance McDonald,TE,Pit,TE,22.8,roy s
Run it Back,2,Vernon Davis,TE,Was,TE,5.9,Jean
3HeadedATK,2,Wil Lutz,K,NO,K,12,Christopher
Birds Like I'm Julio,2,Will Fuller V,WR,Hou,BN,8,Jake
Da Don Da Da's,2,Zach Ertz,TE,Phi,BN,17.2,Khari
Big Bucs No Whammies,3,A.J. Brown,WR,Ten,BN,1.4,Travis
Zeke Virus,3,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,3,Aaron Jones,RB,GB,RB,15.3,Jean
Eli Man Penguin Boy,3,Aaron Rodgers,QB,GB,QB,14.3,Andy
Big Bucs No Whammies,3,Adam Thielen,WR,Min,WR,20.6,Travis
Game of Jones,3,Adrian Peterson,RB,Was,BN,4.4,Andre
Run it Back,3,Alexander Mattison,RB,Min,BN,11.8,Jean
Birds Like I'm Julio,3,Allen Robinson II,WR,Chi,WR,12,Jake
Game of Jones,3,Alshon Jeffery,WR,Phi,BN,0,Andre
Run it Back,3,Alvin Kamara,RB,NO,RB,37.1,Jean
Zeke Virus,3,Amari Cooper,WR,Dal,WR,26.8,Adam
Birds Like I'm Julio,3,Antonio Brown,WR,NE,BN,0,Jake
